category,Earnings Yield
Mon Jan 15 1973,0.0553
Thu Feb 15 1973,0.0584
Thu Mar 15 1973,0.0605
Sun Apr 15 1973,0.0629
Tue May 15 1973,0.0661
Fri Jun 15 1973,0.069
Sun Jul 15 1973,0.0698
Wed Aug 15 1973,0.0726
Sat Sep 15 1973,0.0728
Mon Oct 15 1973,0.0715
Thu Nov 15 1973,0.0785
Sat Dec 15 1973,0.0861
Tue Jan 15 1974,0.0856
Fri Feb 15 1974,0.0887
Fri Mar 15 1974,0.0858
Mon Apr 15 1974,0.0918
Wed May 15 1974,0.0961
Sat Jun 15 1974,0.0973
Mon Jul 15 1974,0.1118
Thu Aug 15 1974,0.1182
Sun Sep 15 1974,0.1337
Tue Oct 15 1974,0.1301
Fri Nov 15 1974,0.1249
Sun Dec 15 1974,0.1325
Wed Jan 15 1975,0.1205
Sat Feb 15 1975,0.1073
Sat Mar 15 1975,0.1009
Tue Apr 15 1975,0.0978
Thu May 15 1975,0.0902
Sun Jun 15 1975,0.0861
Tue Jul 15 1975,0.0853
Fri Aug 15 1975,0.0913
Mon Sep 15 1975,0.0916
Wed Oct 15 1975,0.0884
Sat Nov 15 1975,0.0876
Mon Dec 15 1975,0.0897
Thu Jan 15 1976,0.0846
Sun Feb 15 1976,0.0838
Mon Mar 15 1976,0.0857
Thu Apr 15 1976,0.0869
Sat May 15 1976,0.0895
Tue Jun 15 1976,0.0909
Thu Jul 15 1976,0.0897
Sun Aug 15 1976,0.0915
Wed Sep 15 1976,0.0905
Fri Oct 15 1976,0.0949
Mon Nov 15 1976,0.0967
Wed Dec 15 1976,0.0947
Sat Jan 15 1977,0.096
Tue Feb 15 1977,0.0992
Tue Mar 15 1977,0.1002
Fri Apr 15 1977,0.1029
Sun May 15 1977,0.1044
Wed Jun 15 1977,0.1049
Fri Jul 15 1977,0.105
Mon Aug 15 1977,0.1086
Thu Sep 15 1977,0.1113
Sat Oct 15 1977,0.1149
Tue Nov 15 1977,0.1149
Thu Dec 15 1977,0.1161
Sun Jan 15 1978,0.1208
Wed Feb 15 1978,0.1226
Wed Mar 15 1978,0.1229
Sat Apr 15 1978,0.1189
Mon May 15 1978,0.1142
Thu Jun 15 1978,0.115
Sat Jul 15 1978,0.1167
Tue Aug 15 1978,0.1103
Fri Sep 15 1978,0.1114
Sun Oct 15 1978,0.1175
Wed Nov 15 1978,0.1275
Fri Dec 15 1978,0.1283
Mon Jan 15 1979,0.1269
Thu Feb 15 1979,0.1321
Thu Mar 15 1979,0.1329
Sun Apr 15 1979,0.1325
Tue May 15 1979,0.1379
Fri Jun 15 1979,0.1375
Sun Jul 15 1979,0.1382
Wed Aug 15 1979,0.1342
Sat Sep 15 1979,0.1347
Mon Oct 15 1979,0.1407
Thu Nov 15 1979,0.1426
Sat Dec 15 1979,0.1378
Tue Jan 15 1980,0.1353
Fri Feb 15 1980,0.1314
Sat Mar 15 1980,0.146
Tue Apr 15 1980,0.1473
Thu May 15 1980,0.1398
Sun Jun 15 1980,0.1304
Tue Jul 15 1980,0.1239
Fri Aug 15 1980,0.1194
Mon Sep 15 1980,0.1157
Wed Oct 15 1980,0.1129
Sat Nov 15 1980,0.1088
Mon Dec 15 1980,0.111
Thu Jan 15 1981,0.1108
Sun Feb 15 1981,0.1142
Sun Mar 15 1981,0.1095
Wed Apr 15 1981,0.1095
Fri May 15 1981,0.1129
Mon Jun 15 1981,0.1135
Wed Jul 15 1981,0.1169
Sat Aug 15 1981,0.1172
Tue Sep 15 1981,0.1291
Thu Oct 15 1981,0.1277
Sun Nov 15 1981,0.1247
Tue Dec 15 1981,0.1241
Fri Jan 15 1982,0.1294
Mon Feb 15 1982,0.1309
Mon Mar 15 1982,0.1337
Thu Apr 15 1982,0.1255
Sat May 15 1982,0.1236
Tue Jun 15 1982,0.1292
Thu Jul 15 1982,0.1277
Sun Aug 15 1982,0.1255
Wed Sep 15 1982,0.1108
Fri Oct 15 1982,0.0999
Mon Nov 15 1982,0.0937
Wed Dec 15 1982,0.0907
Sat Jan 15 1983,0.0871
Tue Feb 15 1983,0.0851
Tue Mar 15 1983,0.0818
Fri Apr 15 1983,0.0791
Sun May 15 1983,0.0764
Wed Jun 15 1983,0.0757
Fri Jul 15 1983,0.0768
Mon Aug 15 1983,0.0804
Thu Sep 15 1983,0.0795
Sat Oct 15 1983,0.0808
Tue Nov 15 1983,0.0835
Thu Dec 15 1983,0.0853
Sun Jan 15 1984,0.0868
Wed Feb 15 1984,0.0944
Thu Mar 15 1984,0.097
Sun Apr 15 1984,0.0988
Tue May 15 1984,0.1014
Fri Jun 15 1984,0.1058
Sun Jul 15 1984,0.108
Wed Aug 15 1984,0.1
Sat Sep 15 1984,0.0997
Mon Oct 15 1984,0.1006
Thu Nov 15 1984,0.0999
Sat Dec 15 1984,0.1012
Tue Jan 15 1985,0.0965
Fri Feb 15 1985,0.0911
Fri Mar 15 1985,0.0914
Mon Apr 15 1985,0.0893
Wed May 15 1985,0.0858
Sat Jun 15 1985,0.0826
Mon Jul 15 1985,0.0804
Thu Aug 15 1985,0.0816
Sun Sep 15 1985,0.0827
Tue Oct 15 1985,0.0807
Fri Nov 15 1985,0.075
Sun Dec 15 1985,0.0705
Wed Jan 15 1986,0.07
Sat Feb 15 1986,0.0663
Sat Mar 15 1986,0.0625
Tue Apr 15 1986,0.0613
Thu May 15 1986,0.0614
Sun Jun 15 1986,0.06
Tue Jul 15 1986,0.0614
Fri Aug 15 1986,0.0604
Mon Sep 15 1986,0.0623
Wed Oct 15 1986,0.062
Sat Nov 15 1986,0.0596
Mon Dec 15 1986,0.0582
Thu Jan 15 1987,0.0555
Sun Feb 15 1987,0.053
Sun Mar 15 1987,0.0516
Wed Apr 15 1987,0.0514
Fri May 15 1987,0.0507
Mon Jun 15 1987,0.0478
Wed Jul 15 1987,0.048
Sat Aug 15 1987,0.0467
Tue Sep 15 1987,0.0498
Thu Oct 15 1987,0.0586
Sun Nov 15 1987,0.0692
Tue Dec 15 1987,0.0726
Fri Jan 15 1988,0.0713
Mon Feb 15 1988,0.0706
Tue Mar 15 1988,0.07
Fri Apr 15 1988,0.0747
Sun May 15 1988,0.0806
Wed Jun 15 1988,0.0801
Fri Jul 15 1988,0.0818
Mon Aug 15 1988,0.0849
Thu Sep 15 1988,0.0848
Sat Oct 15 1988,0.0832
Tue Nov 15 1988,0.0864
Thu Dec 15 1988,0.0859
Sun Jan 15 1989,0.0847
Wed Feb 15 1989,0.0835
Wed Mar 15 1989,0.0853
Sat Apr 15 1989,0.0829
Mon May 15 1989,0.0801
Thu Jun 15 1989,0.0779
Sat Jul 15 1989,0.0745
Tue Aug 15 1989,0.0698
Fri Sep 15 1989,0.0682
Sun Oct 15 1989,0.0674
Wed Nov 15 1989,0.0681
Fri Dec 15 1989,0.0657
Mon Jan 15 1990,0.0662
Thu Feb 15 1990,0.0668
Thu Mar 15 1990,0.064
Sun Apr 15 1990,0.0637
Tue May 15 1990,0.0611
Fri Jun 15 1990,0.059
Sun Jul 15 1990,0.0595
Wed Aug 15 1990,0.0652
Sat Sep 15 1990,0.0689
Mon Oct 15 1990,0.0704
Thu Nov 15 1990,0.0681
Sat Dec 15 1990,0.0649
Tue Jan 15 1991,0.0651
Fri Feb 15 1991,0.058
Fri Mar 15 1991,0.0561
Mon Apr 15 1991,0.0536
Wed May 15 1991,0.0525
Sat Jun 15 1991,0.0512
Mon Jul 15 1991,0.0495
Thu Aug 15 1991,0.0471
Sun Sep 15 1991,0.046
Tue Oct 15 1991,0.0445
Fri Nov 15 1991,0.043
Sun Dec 15 1991,0.0411
Wed Jan 15 1992,0.0386
Sat Feb 15 1992,0.0391
Sun Mar 15 1992,0.0398
Wed Apr 15 1992,0.0405
Fri May 15 1992,0.0404
Mon Jun 15 1992,0.0418
Wed Jul 15 1992,0.0419
Sat Aug 15 1992,0.0424
Tue Sep 15 1992,0.0431
Thu Oct 15 1992,0.0446
Sun Nov 15 1992,0.0443
Tue Dec 15 1992,0.0438
Fri Jan 15 1993,0.0444
Mon Feb 15 1993,0.0444
Mon Mar 15 1993,0.0441
Thu Apr 15 1993,0.0444
Sat May 15 1993,0.0438
Tue Jun 15 1993,0.0431
Thu Jul 15 1993,0.044
Sun Aug 15 1993,0.0442
Wed Sep 15 1993,0.0444
Fri Oct 15 1993,0.0451
Mon Nov 15 1993,0.0462
Wed Dec 15 1993,0.047
Sat Jan 15 1994,0.0468
Tue Feb 15 1994,0.0476
Tue Mar 15 1994,0.049
Fri Apr 15 1994,0.0526
Sun May 15 1994,0.054
Wed Jun 15 1994,0.0554
Fri Jul 15 1994,0.0574
Mon Aug 15 1994,0.0573
Thu Sep 15 1994,0.0585
Sat Oct 15 1994,0.0613
Tue Nov 15 1994,0.064
Thu Dec 15 1994,0.0672
Sun Jan 15 1995,0.0672
Wed Feb 15 1995,0.0662
Wed Mar 15 1995,0.066
Sat Apr 15 1995,0.0653
Mon May 15 1995,0.0645
Thu Jun 15 1995,0.0638
Sat Jul 15 1995,0.0622
Tue Aug 15 1995,0.0625
Fri Sep 15 1995,0.0608
Sun Oct 15 1995,0.0597
Wed Nov 15 1995,0.0577
Fri Dec 15 1995,0.0553
Mon Jan 15 1996,0.0553
Thu Feb 15 1996,0.0524
Fri Mar 15 1996,0.0526
Mon Apr 15 1996,0.053
Wed May 15 1996,0.0524
Sat Jun 15 1996,0.0522
Mon Jul 15 1996,0.0548
Thu Aug 15 1996,0.0538
Sun Sep 15 1996,0.0533
Tue Oct 15 1996,0.0526
Fri Nov 15 1996,0.0514
Sun Dec 15 1996,0.0521
Wed Jan 15 1997,0.0512
Sat Feb 15 1997,0.0498
Sat Mar 15 1997,0.0508
Tue Apr 15 1997,0.0528
Thu May 15 1997,0.0486
Sun Jun 15 1997,0.0463
Tue Jul 15 1997,0.0439
Fri Aug 15 1997,0.0438
Mon Sep 15 1997,0.0434
Wed Oct 15 1997,0.0424
Sat Nov 15 1997,0.0426
Mon Dec 15 1997,0.0413
Thu Jan 15 1998,0.0412
Sun Feb 15 1998,0.0387
Sun Mar 15 1998,0.0367
Wed Apr 15 1998,0.0354
Fri May 15 1998,0.0353
Mon Jun 15 1998,0.0352
Wed Jul 15 1998,0.0334
Sat Aug 15 1998,0.0357
Tue Sep 15 1998,0.0373
Thu Oct 15 1998,0.0368
Sun Nov 15 1998,0.0331
Tue Dec 15 1998,0.0317
Fri Jan 15 1999,0.0304
Mon Feb 15 1999,0.0306
Mon Mar 15 1999,0.0299
Thu Apr 15 1999,0.0294
Sat May 15 1999,0.0301
Tue Jun 15 1999,0.031
Thu Jul 15 1999,0.0304
Sun Aug 15 1999,0.0324
Wed Sep 15 1999,0.0333
Fri Oct 15 1999,0.0349
Mon Nov 15 1999,0.0336
Wed Dec 15 1999,0.0337
Sat Jan 15 2000,0.0344
Tue Feb 15 2000,0.036
Wed Mar 15 2000,0.0353
Sat Apr 15 2000,0.0351
Mon May 15 2000,0.0364
Thu Jun 15 2000,0.0355
Sat Jul 15 2000,0.0357
Tue Aug 15 2000,0.0358
Fri Sep 15 2000,0.0366
Sun Oct 15 2000,0.0377
Wed Nov 15 2000,0.0372
Fri Dec 15 2000,0.0376
Mon Jan 15 2001,0.0363
Thu Feb 15 2001,0.036
Thu Mar 15 2001,0.0383
Sun Apr 15 2001,0.0358
Tue May 15 2001,0.0312
Fri Jun 15 2001,0.0297
Sun Jul 15 2001,0.0282
Wed Aug 15 2001,0.0264
Sat Sep 15 2001,0.0271
Mon Oct 15 2001,0.0252
Thu Nov 15 2001,0.0229
Sat Dec 15 2001,0.0216
Tue Jan 15 2002,0.0217
Fri Feb 15 2002,0.0224
Fri Mar 15 2002,0.0214
Mon Apr 15 2002,0.0228
Wed May 15 2002,0.0241
Sat Jun 15 2002,0.0264
Mon Jul 15 2002,0.0309
Thu Aug 15 2002,0.0319
Sun Sep 15 2002,0.035
Tue Oct 15 2002,0.0344
Fri Nov 15 2002,0.0313
Sun Dec 15 2002,0.0307
Wed Jan 15 2003,0.0318
Sat Feb 15 2003,0.0351
Sat Mar 15 2003,0.0358
Tue Apr 15 2003,0.0357
Thu May 15 2003,0.0354
Sun Jun 15 2003,0.035
Tue Jul 15 2003,0.0362
Fri Aug 15 2003,0.0376
Mon Sep 15 2003,0.0378
Wed Oct 15 2003,0.0404
Sat Nov 15 2003,0.0432
Mon Dec 15 2003,0.0451
Thu Jan 15 2004,0.044
Sun Feb 15 2004,0.0445
Mon Mar 15 2004,0.0463
Thu Apr 15 2004,0.0471
Sat May 15 2004,0.0497
Tue Jun 15 2004,0.0496
Thu Jul 15 2004,0.0513
Sun Aug 15 2004,0.0526
Wed Sep 15 2004,0.0517
Fri Oct 15 2004,0.0519
Mon Nov 15 2004,0.0499
Wed Dec 15 2004,0.0488
Sat Jan 15 2005,0.0501
Tue Feb 15 2005,0.0498
Tue Mar 15 2005,0.0505
Fri Apr 15 2005,0.0527
Sun May 15 2005,0.0529
Wed Jun 15 2005,0.0527
Fri Jul 15 2005,0.0527
Mon Aug 15 2005,0.0535
Thu Sep 15 2005,0.0543
Sat Oct 15 2005,0.0568
Tue Nov 15 2005,0.0556
Thu Dec 15 2005,0.0554
Sun Jan 15 2006,0.0554
Wed Feb 15 2006,0.0562
Wed Mar 15 2006,0.0562
Sat Apr 15 2006,0.0563
Mon May 15 2006,0.0573
Thu Jun 15 2006,0.0594
Sat Jul 15 2006,0.0602
Tue Aug 15 2006,0.06
Fri Sep 15 2006,0.0596
Sun Oct 15 2006,0.0583
Wed Nov 15 2006,0.058
Fri Dec 15 2006,0.0575
Mon Jan 15 2007,0.0576
Thu Feb 15 2007,0.0572
Thu Mar 15 2007,0.0591
Sun Apr 15 2007,0.0572
Tue May 15 2007,0.0558
Fri Jun 15 2007,0.0561
Sun Jul 15 2007,0.0545
Wed Aug 15 2007,0.0555
Sat Sep 15 2007,0.0525
Mon Oct 15 2007,0.0484
Thu Nov 15 2007,0.0481
Sat Dec 15 2007,0.0447
Tue Jan 15 2008,0.0466
Fri Feb 15 2008,0.046
Sat Mar 15 2008,0.0459
Tue Apr 15 2008,0.0419
Thu May 15 2008,0.0388
Sun Jun 15 2008,0.0383
Tue Jul 15 2008,0.0394
Fri Aug 15 2008,0.0373
Mon Sep 15 2008,0.0378
Wed Oct 15 2008,0.0367
Sat Nov 15 2008,0.0286
Mon Dec 15 2008,0.017
Thu Jan 15 2009,0.0141
Sun Feb 15 2009,0.0118
Sun Mar 15 2009,0.0091
Wed Apr 15 2009,0.0083
Fri May 15 2009,0.0081
Mon Jun 15 2009,0.0081
Wed Jul 15 2009,0.0098
Sat Aug 15 2009,0.0108
Tue Sep 15 2009,0.012
Thu Oct 15 2009,0.0237
Sun Nov 15 2009,0.0351
Tue Dec 15 2009,0.0459
Fri Jan 15 2010,0.0483
Mon Feb 15 2010,0.0529
Mon Mar 15 2010,0.0529
Thu Apr 15 2010,0.0526
Sat May 15 2010,0.0578
Tue Jun 15 2010,0.0619
Thu Jul 15 2010,0.0636
Sun Aug 15 2010,0.0646
Wed Sep 15 2010,0.064
Fri Oct 15 2010,0.0629
Mon Nov 15 2010,0.063
Wed Dec 15 2010,0.0623
Sat Jan 15 2011,0.0613
Tue Feb 15 2011,0.0605
Tue Mar 15 2011,0.0623
Fri Apr 15 2011,0.0617
Sun May 15 2011,0.062
Wed Jun 15 2011,0.0652
Fri Jul 15 2011,0.0641
Mon Aug 15 2011,0.0725
Thu Sep 15 2011,0.0741
Sat Oct 15 2011,0.072
Tue Nov 15 2011,0.0709
Thu Dec 15 2011,0.0699
Sun Jan 15 2012,0.0673
Wed Feb 15 2012,0.0651
Thu Mar 15 2012,0.0637
Sun Apr 15 2012,0.0637
Tue May 15 2012,0.0657
Fri Jun 15 2012,0.0664
Sun Jul 15 2012,0.0643
Wed Aug 15 2012,0.062
Sat Sep 15 2012,0.0599
Mon Oct 15 2012,0.0602
Thu Nov 15 2012,0.062
Sat Dec 15 2012,0.0608
Tue Jan 15 2013,0.0587
Fri Feb 15 2013,0.0577
Fri Mar 15 2013,0.0566
Mon Apr 15 2013,0.0565
Wed May 15 2013,0.0548
Sat Jun 15 2013,0.0562
Mon Jul 15 2013,0.0552
Thu Aug 15 2013,0.0558
Sun Sep 15 2013,0.0559
Tue Oct 15 2013,0.056
Fri Nov 15 2013,0.0551
Sun Dec 15 2013,0.0554
Wed Jan 15 2014,0.0551
Sat Feb 15 2014,0.0554
Sat Mar 15 2014,0.0541
Tue Apr 15 2014,0.0545
Thu May 15 2014,0.0542
Sun Jun 15 2014,0.053
Tue Jul 15 2014,0.0527
Fri Aug 15 2014,0.0535
Mon Sep 15 2014,0.0532
Wed Oct 15 2014,0.0541
Sat Nov 15 2014,0.0506
Mon Dec 15 2014,0.0498
Thu Jan 15 2015,0.0499
Sun Feb 15 2015,0.0482
Sun Mar 15 2015,0.0477
Wed Apr 15 2015,0.0467
Fri May 15 2015,0.0456
Mon Jun 15 2015,0.0452
Wed Jul 15 2015,0.0446
Sat Aug 15 2015,0.0451
Tue Sep 15 2015,0.0466
Thu Oct 15 2015,0.0441
Sun Nov 15 2015,0.0423
Tue Dec 15 2015,0.0421
Fri Jan 15 2016,0.0451
Mon Feb 15 2016,0.0454
Tue Mar 15 2016,0.0428
Fri Apr 15 2016,0.0417
Sun May 15 2016,0.042
Wed Jun 15 2016,0.0417
Fri Jul 15 2016,0.0408
Mon Aug 15 2016,0.0407
Thu Sep 15 2016,0.0413
Sat Oct 15 2016,0.0424
Tue Nov 15 2016,0.0428
Thu Dec 15 2016,0.0421
Sun Jan 15 2017,0.0424
Wed Feb 15 2017,0.0422
Wed Mar 15 2017,0.0424
Sat Apr 15 2017,0.043
Mon May 15 2017,0.0429
Thu Jun 15 2017,0.0427
Sat Jul 15 2017,0.0428
Tue Aug 15 2017,0.0432
Fri Sep 15 2017,0.043
Sun Oct 15 2017,0.0422
Wed Nov 15 2017,0.042
Fri Dec 15 2017,0.0412
Mon Jan 15 2018,0.04
Thu Feb 15 2018,0.042
Thu Mar 15 2018,0.0427
Sun Apr 15 2018,0.0444
Tue May 15 2018,0.0445
Fri Jun 15 2018,0.0445
Sun Jul 15 2018,0.0448
Wed Aug 15 2018,0.0447
Sat Sep 15 2018,0.0449
Mon Oct 15 2018,0.0471
Thu Nov 15 2018,0.0484
Sat Dec 15 2018,0.0516
Tue Jan 15 2019,0.051
Fri Feb 15 2019,0.0485
Fri Mar 15 2019,0.0479
Mon Apr 15 2019,0.0464
Wed May 15 2019,0.0473
Sat Jun 15 2019,0.0468
Mon Jul 15 2019,0.0449
Thu Aug 15 2019,0.0461
Sun Sep 15 2019,0.0446
Tue Oct 15 2019,0.0454
Fri Nov 15 2019,0.0442
Sun Dec 15 2019,0.0439
Wed Jan 15 2020,0.0402
Sat Feb 15 2020,0.0378
Sun Mar 15 2020,0.0439
Wed Apr 15 2020,0.0403
Fri May 15 2020,0.0359
Mon Jun 15 2020,0.032
Wed Jul 15 2020,0.0314
Sat Aug 15 2020,0.0291
Tue Sep 15 2020,0.0292
Thu Oct 15 2020,0.0278
Sun Nov 15 2020,0.0263
Tue Dec 15 2020,0.0246
Fri Jan 15 2021,0.0278
Mon Feb 15 2021,0.0301
Mon Mar 15 2021,0.0328
Thu Apr 15 2021,0.0334
Sat May 15 2021,0.0356
Tue Jun 15 2021,0.0375
Thu Jul 15 2021,0.0377
Sun Aug 15 2021,0.0381
Wed Sep 15 2021,0.0395
Fri Oct 15 2021,0.041
Mon Nov 15 2021,0.0408
Wed Dec 15 2021,0.0423
Sat Jan 15 2022,0.0433
Tue Feb 15 2022,0.0446
Tue Mar 15 2022,0.0451
Fri Apr 15 2022,0.0446
Sun May 15 2022,0.0481
Wed Jun 15 2022,0.0493
Fri Jul 15 2022,0.0487
Mon Aug 15 2022,0.0454
Thu Sep 15 2022,0.0486
Sat Oct 15 2022,0.049
Tue Nov 15 2022,0.0453
Thu Dec 15 2022,0.0442
Sun Jan 15 2023,0.0438
Wed Feb 15 2023,0.0427
Wed Mar 15 2023,0.0441
Sat Apr 15 2023,0.043
Mon May 15 2023,0.0432
Thu Jun 15 2023,0.0417
Sat Jul 15 2023,0.0404
Tue Aug 15 2023,0.041
Fri Sep 15 2023,0.0418
Sun Oct 15 2023,0.0432
Wed Nov 15 2023,0.0413
Fri Dec 15 2023,0.0393
Mon Jan 15 2024,0.0383
Thu Feb 15 2024,0.0368
